pl_name,disc_year,discoverymethod
"Kepler-1589 b",2016,"Transit"
"Kepler-1432 b",2016,"Transit"
"Kepler-1556 b",2016,"Transit"
"Kepler-1590 b",2016,"Transit"
"Kepler-398 d",2016,"Transit"
"Kepler-1321 c",2016,"Transit"
"Kepler-1433 b",2016,"Transit"
"Kepler-1557 b",2016,"Transit"
"Kepler-1178 b",2016,"Transit"
"Kepler-1592 b",2016,"Transit"
"Kepler-1365 c",2016,"Transit"
"Kepler-1370 c",2016,"Transit"
"Kepler-1336 c",2016,"Transit"
"Kepler-1558 b",2016,"Transit"
"Kepler-1594 b",2016,"Transit"
"Kepler-1595 b",2016,"Transit"
"Kepler-1388 c",2016,"Transit"
"Kepler-1439 b",2016,"Transit"
"Kepler-1438 b",2016,"Transit"
"Kepler-1440 b",2016,"Transit"
"Kepler-576 b",2016,"Transit"
"Kepler-1596 b",2016,"Transit"
"Kepler-577 b",2016,"Transit"
"Kepler-1393 b",2016,"Transit"
"Kepler-1394 b",2016,"Transit"
"Kepler-1441 b",2016,"Transit"
"Kepler-511 b",2016,"Transit"
"Kepler-1563 b",2016,"Transit"
"Kepler-1564 b",2016,"Transit"
"Kepler-1603 b",2016,"Transit"
"Kepler-1395 b",2016,"Transit"
"Kepler-1565 b",2016,"Transit"
"Kepler-1567 b",2016,"Transit"
"Kepler-1598 b",2016,"Transit"
"Kepler-1599 b",2016,"Transit"
"Kepler-1399 b",2016,"Transit"
"Kepler-684 b",2016,"Transit"
"Kepler-605 c",2016,"Transit"
"Kepler-1569 b",2016,"Transit"
"Kepler-687 b",2016,"Transit"
"Kepler-1597 b",2016,"Transit"
"Kepler-1402 b",2016,"Transit"
"Kepler-610 c",2016,"Transit"
"Kepler-1571 b",2016,"Transit"
"Kepler-1389 b",2016,"Transit"
"Kepler-1405 b",2016,"Transit"
"Kepler-1406 b",2016,"Transit"
"Kepler-625 c",2016,"Transit"
"Kepler-217 d",2016,"Transit"
"Kepler-1573 b",2016,"Transit"
"Kepler-1574 b",2016,"Transit"
"Kepler-758 d",2016,"Transit"
"Kepler-533 b",2016,"Transit"
"Kepler-1407 b",2016,"Transit"
"Kepler-653 c",2016,"Transit"
"Kepler-1541 b",2016,"Transit"
"Kepler-1245 c",2016,"Transit"
"Kepler-1050 c",2016,"Transit"
"Kepler-534 b",2016,"Transit"
"Kepler-1412 b",2016,"Transit"
"Kepler-1413 b",2016,"Transit"
"Kepler-1542 b",2016,"Transit"
"TOI-5301 b",2024,"Transit"
"Kepler-536 b",2016,"Transit"
"Kepler-1414 b",2016,"Transit"
"Kepler-1415 b",2016,"Transit"
"Kepler-1545 b",2016,"Transit"
"Kepler-1254 d",2016,"Transit"
"Kepler-555 b",2016,"Transit"
"Kepler-245 e",2016,"Transit"
"Kepler-1417 b",2016,"Transit"
"Kepler-1418 b",2016,"Transit"
"Kepler-1548 b",2016,"Transit"
"Kepler-1579 b",2016,"Transit"
"Kepler-903 c",2016,"Transit"
"Kepler-1419 b",2016,"Transit"
"Kepler-1154 c",2016,"Transit"
"Kepler-1583 b",2016,"Transit"
"Kepler-1582 b",2016,"Transit"
"Kepler-1584 b",2016,"Transit"
"Kepler-1469 b",2016,"Transit"
"Kepler-633 b",2016,"Transit"
"Kepler-1511 b",2016,"Transit"
"Kepler-1525 b",2016,"Transit"
"Kepler-1617 b",2016,"Transit"
"Kepler-1470 b",2016,"Transit"
"Kepler-132 e",2016,"Transit"
"Kepler-695 b",2016,"Transit"
"Kepler-704 b",2016,"Transit"
"Kepler-1527 b",2016,"Transit"
"Kepler-1618 b",2016,"Transit"
"Kepler-630 b",2016,"Transit"
"Kepler-1472 b",2016,"Transit"
"Kepler-622 b",2016,"Transit"
"Kepler-967 c",2016,"Transit"
"Kepler-154 e",2016,"Transit"
"Kepler-1529 b",2016,"Transit"
"Kepler-1090 b",2016,"Transit"
"Kepler-1619 b",2016,"Transit"
"Kepler-1477 b",2016,"Transit"
"Kepler-598 b",2016,"Transit"
"Kepler-1530 b",2016,"Transit"
"Kepler-1530 c",2016,"Transit"
"Kepler-692 b",2016,"Transit"
"Kepler-1622 b",2016,"Transit"
"Kepler-1479 b",2016,"Transit"
"Kepler-1480 b",2016,"Transit"
"Kepler-969 c",2016,"Transit"
"Kepler-990 c",2016,"Transit"
"Kepler-1093 c",2016,"Transit"
"Kepler-1531 b",2016,"Transit"
"Kepler-631 b",2016,"Transit"
"Kepler-1623 b",2016,"Transit"
"Kepler-1481 b",2016,"Transit"
"Kepler-1483 b",2016,"Transit"
"Kepler-636 b",2016,"Transit"
"Kepler-489 b",2016,"Transit"
"Kepler-1016 c",2016,"Transit"
"Kepler-705 b",2016,"Transit"
"Kepler-1536 b",2016,"Transit"
"Kepler-632 b",2016,"Transit"
"Kepler-545 b",2016,"Transit"
"Kepler-1486 b",2016,"Transit"
"Kepler-342 e",2016,"Transit"
"Kepler-582 b",2016,"Transit"
"Kepler-1409 b",2016,"Transit"
"Kepler-1444 b",2016,"Transit"
"Kepler-581 b",2016,"Transit"
"Kepler-1516 b",2016,"Transit"
"Kepler-600 b",2016,"Transit"
"Kepler-1537 b",2016,"Transit"
"Kepler-1447 b",2016,"Transit"
"Kepler-1488 b",2016,"Transit"
"WASP-156 b",2017,"Transit"
"Kepler-1538 b",2016,"Transit"
"Kepler-1448 b",2016,"Transit"
"Kepler-1493 b",2016,"Transit"
"Kepler-1519 b",2016,"Transit"
"Kepler-688 b",2016,"Transit"
"Kepler-1450 b",2016,"Transit"
"Kepler-1494 b",2016,"Transit"
"Kepler-1495 b",2016,"Transit"
"Kepler-1520 b",2016,"Transit"
"Kepler-637 b",2016,"Transit"
"Kepler-1607 b",2016,"Transit"
"Kepler-1496 b",2016,"Transit"
"Kepler-937 c",2016,"Transit"
"Kepler-1065 c",2016,"Transit"
"Kepler-1067 b",2016,"Transit"
"Kepler-578 b",2016,"Transit"
"Kepler-689 b",2016,"Transit"
"Kepler-1460 b",2016,"Transit"
"Kepler-1498 b",2016,"Transit"
"Kepler-1073 c",2016,"Transit"
"Kepler-701 b",2016,"Transit"
"Kepler-1611 b",2016,"Transit"
"Kepler-624 b",2016,"Transit"
"Kepler-1462 b",2016,"Transit"
"Kepler-1500 b",2016,"Transit"
"Kepler-1522 b",2016,"Transit"
"Kepler-625 b",2016,"Transit"
"Kepler-1612 b",2016,"Transit"
"Kepler-1464 b",2016,"Transit"
"Kepler-1464 c",2016,"Transit"
"Kepler-1504 b",2016,"Transit"
"Kepler-1505 b",2016,"Transit"
"Kepler-1523 b",2016,"Transit"
"Kepler-1085 b",2016,"Transit"
"Kepler-1613 b",2016,"Transit"
"Kepler-1614 b",2016,"Transit"
"Kepler-1468 b",2016,"Transit"
"Kepler-1507 b",2016,"Transit"
"Kepler-1509 b",2016,"Transit"
"Kepler-1086 c",2016,"Transit"
"Kepler-1524 b",2016,"Transit"
"Kepler-1616 b",2016,"Transit"
"Kepler-1645 b",2016,"Transit"
"Kepler-741 b",2016,"Transit"
"Kepler-564 b",2016,"Transit"
"Kepler-594 b",2016,"Transit"
"Kepler-154 d",2016,"Transit"
"Kepler-642 b",2016,"Transit"
"Kepler-643 b",2016,"Transit"
"Kepler-726 b",2016,"Transit"
"Kepler-1143 c",2016,"Transit"
"Kepler-148 d",2016,"Transit"
"Kepler-673 b",2016,"Transit"
"Kepler-674 b",2016,"Transit"
"Kepler-712 b",2016,"Transit"
"Kepler-1628 b",2016,"Transit"
"Kepler-1388 e",2016,"Transit"
"Kepler-655 b",2016,"Transit"
"Kepler-565 b",2016,"Transit"
"Kepler-676 b",2016,"Transit"
"Kepler-675 b",2016,"Transit"
"Kepler-1630 b",2016,"Transit"
"Kepler-1482 b",2016,"Transit"
"Kepler-587 b",2016,"Transit"
"Kepler-657 b",2016,"Transit"
"Kepler-483 b",2016,"Transit"
"Kepler-572 b",2016,"Transit"
"Kepler-714 b",2016,"Transit"
"Kepler-623 b",2016,"Transit"
"Kepler-658 b",2016,"Transit"
"Kepler-680 b",2016,"Transit"
"Kepler-1633 b",2016,"Transit"
"Kepler-605 b",2016,"Transit"
"Kepler-727 b",2016,"Transit"
"Kepler-588 b",2016,"Transit"
"Kepler-589 b",2016,"Transit"
"Kepler-573 b",2016,"Transit"
"Kepler-596 b",2016,"Transit"
"Kepler-715 b",2016,"Transit"
"Kepler-716 b",2016,"Transit"
"Kepler-1185 b",2016,"Transit"
"Kepler-660 b",2016,"Transit"
"Kepler-496 b",2016,"Transit"
"HD 63935 c",2021,"Radial Velocity"
"Kepler-1636 b",2016,"Transit"
"Kepler-561 b",2016,"Transit"
"Kepler-728 b",2016,"Transit"
"Kepler-566 b",2016,"Transit"
"Kepler-550 b",2016,"Transit"
"Kepler-574 b",2016,"Transit"
"Kepler-585 b",2016,"Transit"
"Kepler-611 b",2016,"Transit"
"Kepler-729 b",2016,"Transit"
"Kepler-662 b",2016,"Transit"
"Kepler-551 b",2016,"Transit"
"OGLE-2012-BLG-0724L b",2016,"Microlensing"
"Kepler-1638 b",2016,"Transit"
"Kepler-586 b",2016,"Transit"
"HIP 97166 c",2021,"Radial Velocity"
"TOI-1601 b",2021,"Transit"
"TOI-1444 b",2021,"Transit"
"Kepler-618 b",2016,"Transit"
"Kepler-601 b",2016,"Transit"
"Kepler-645 b",2016,"Transit"
"Kepler-719 b",2016,"Transit"
"Kepler-612 b",2016,"Transit"
"Kepler-590 b",2016,"Transit"
"Kepler-552 b",2016,"Transit"
"Kepler-1454 b",2016,"Transit"
"Kepler-460 c",2016,"Transit"
"Kepler-646 b",2016,"Transit"
"Kepler-735 b",2016,"Transit"
"Kepler-591 b",2016,"Transit"
"TOI-1842 b",2021,"Transit"
"HIP 97166 b",2021,"Transit"
"Kepler-602 b",2016,"Transit"
"Kepler-721 b",2016,"Transit"
"Kepler-722 b",2016,"Transit"
"Kepler-568 b",2016,"Transit"
"Kepler-569 b",2016,"Transit"
"TOI-1296 b",2021,"Transit"
"TOI-1298 b",2021,"Transit"
"Kepler-615 b",2016,"Transit"
"Kepler-593 b",2016,"Transit"
"Kepler-592 b",2016,"Transit"
"Kepler-709 b",2016,"Transit"
"Kepler-1625 b",2016,"Transit"
"Kepler-1642 b",2016,"Transit"
"Kepler-1642 c",2016,"Transit"
"Kepler-652 b",2016,"Transit"
"Kepler-737 b",2016,"Transit"
"Kepler-669 b",2016,"Transit"
"Kepler-558 b",2016,"Transit"
"Kepler-609 b",2016,"Transit"
"Kepler-724 b",2016,"Transit"
"Kepler-1646 b",2016,"Transit"
"Kepler-710 b",2016,"Transit"
"K2-88 b",2016,"Transit"
"K2-89 b",2016,"Transit"
"K2-116 b",2017,"Transit"
"K2-102 b",2016,"Transit"
"K2-5 b",2015,"Transit"
"K2-5 c",2015,"Transit"
"K2-91 b",2016,"Transit"
"K2-72 c",2016,"Transit"
"K2-16 b",2015,"Transit"
"K2-16 c",2015,"Transit"
"Kepler-223 e",2014,"Transit"
"Kepler-223 b",2014,"Transit"
"Kepler-223 d",2014,"Transit"
"K2-81 b",2016,"Transit"
"TOI-1451 b",2024,"Transit"
"TOI-2267 d",2025,"Transit"
"KMT-2024-BLG-2005L b",2026,"Microlensing"
"NGC 2682 YBP 1194 b",2014,"Radial Velocity"
"NGC 2682 YBP 1514 b",2014,"Radial Velocity"
"Kepler-80 d",2014,"Transit"
"GJ 1148 b",2010,"Radial Velocity"
"K2-90 c",2016,"Transit"
"GJ 1148 c",2017,"Radial Velocity"
"TOI-1753 b",2024,"Transit"
"HD 17674 b",2017,"Radial Velocity"
"HD 42012 b",2017,"Radial Velocity"
"TOI-1776 b",2024,"Transit"
"OGLE-2012-BLG-0026L b",2012,"Microlensing"
"Kepler-80 c",2012,"Transit"
"HD 6061 b",2023,"Transit"
"OGLE-2012-BLG-0026L c",2012,"Microlensing"
"TOI-1443 b",2024,"Transit"
"HD 59686 A b",2016,"Radial Velocity"
"KIC 7917485 b",2016,"Pulsation Timing Variations"
"OGLE-2013-BLG-1721L b",2017,"Microlensing"
"HD 34445 c",2017,"Radial Velocity"
"TOI-329 b",2024,"Transit"
"TOI-2518 b",2026,"Transit"
"K2-46 b",2016,"Transit"
"K2-42 b",2016,"Transit"
"HD 25463 c",2023,"Transit"
"HD 37124 c",2002,"Radial Velocity"
"HD 87646 b",2016,"Radial Velocity"
"HD 34445 g",2017,"Radial Velocity"
"Wolf 1061 c",2015,"Radial Velocity"
"K2-47 b",2016,"Transit"
"K2-48 b",2016,"Transit"
"MXB 1658-298 b",2017,"Eclipse Timing Variations"
"K2-290 b",2019,"Transit"
"TOI-1279 b",2024,"Transit"
"NGC 2682 Sand 978 b",2017,"Radial Velocity"
"GJ 3293 b",2015,"Radial Velocity"
"K2-50 b",2016,"Transit"
"K2-49 b",2016,"Transit"
"HD 219134 d",2015,"Radial Velocity"
"HD 219134 g",2015,"Radial Velocity"
"HD 15337 b",2019,"Transit"
"HAT-P-67 b",2017,"Transit"
"Kepler-1652 b",2017,"Transit"
"GJ 3293 c",2015,"Radial Velocity"
"K2-58 d",2016,"Transit"
"K2-59 c",2016,"Transit"
"HD 9174 b",2016,"Radial Velocity"
"K2-63 c",2016,"Transit"
"K2-63 b",2016,"Transit"
"CoRoT-32 b",2018,"Transit"
"HD 221585 b",2016,"Radial Velocity"
"Kepler-539 c",2016,"Transit Timing Variations"
"K2-64 b",2016,"Transit"
"K2-68 b",2016,"Transit"
"K2-21 b",2015,"Transit"
"Kepler-1647 b",2016,"Transit"
"K2-70 b",2016,"Transit"
"K2-71 b",2016,"Transit"
"K2-118 b",2017,"Transit"
"TOI-1669 b",2023,"Radial Velocity"
"TOI-2379 b",2024,"Transit"
"TOI-2384 b",2024,"Transit"
"TOI-1011 b",2025,"Transit"
"K2-74 b",2016,"Transit"
"K2-75 b",2016,"Transit"
"K2-125 b",2017,"Transit"
"TOI-2485 b",2024,"Transit"
"TOI-2420 b",2024,"Transit"
"K2-83 b",2016,"Transit"
"K2-130 b",2017,"Transit"
"TOI-421 c",2020,"Transit"
"MOA-2010-BLG-353L b",2015,"Microlensing"
"K2-84 b",2016,"Transit"
"K2-84 c",2016,"Transit"
"K2-35 b",2016,"Transit"
"HD 86950 b",2016,"Radial Velocity"
"K2-33 b",2016,"Transit"
"K2-161 b",2018,"Transit"
"K2-160 b",2018,"Transit"
"HD 215152 d",2018,"Radial Velocity"
"TOI-1173 b",2024,"Transit"
"BD+60 1417 b",2021,"Imaging"
"HD 103197 b",2009,"Radial Velocity"
"HD 109246 b",2010,"Radial Velocity"
"OGLE-2016-BLG-1195L b",2017,"Microlensing"
"Kepler-1650 b",2017,"Transit"
"HD 183579 b",2021,"Transit"
"Kepler-1654 b",2018,"Transit"
"HD 121504 b",2003,"Radial Velocity"
"TOI-1824 b",2024,"Transit"
"BD+03 2562 b",2017,"Radial Velocity"
"K2-186 b",2018,"Transit"
"K2-190 c",2018,"Transit"
"TOI-712 c",2022,"Transit"
"K2-231 b",2018,"Transit"
"HD 134987 b",1999,"Radial Velocity"
"HD 137388 b",2011,"Radial Velocity"
"HD 177565 b",2017,"Radial Velocity"
"K2-195 c",2018,"Transit"
"K2-201 b",2018,"Transit"
"TOI-2768 b",2024,"Transit"
"TOI-5319 b",2024,"Transit"
"OGLE-2017-BLG-1522L b",2018,"Microlensing"
"HD 13931 b",2009,"Radial Velocity"
"HD 142245 b",2011,"Radial Velocity"
"HIP 65426 b",2017,"Imaging"
"Ross 128 b",2017,"Radial Velocity"
"K2-201 c",2018,"Transit"
"K2-202 b",2018,"Transit"
"K2-321 b",2020,"Transit"
"GJ 486 b",2021,"Radial Velocity"
"HD 142415 b",2003,"Radial Velocity"
"HD 111591 b",2017,"Radial Velocity"
"OGLE-2016-BLG-1190L b",2017,"Microlensing"
"K2-206 b",2018,"Transit"
"K2-207 b",2018,"Transit"
"TOI-6651 b",2024,"Transit"
"HD 16141 b",2000,"Radial Velocity"
"HD 162020 b",2002,"Radial Velocity"
"OGLE-2016-BLG-0613L AB b",2017,"Microlensing"
"CoRoT-9 b",2009,"Transit"
"K2-209 b",2018,"Transit"
"16 Cyg B b",1996,"Radial Velocity"
"Kepler-80 g",2017,"Transit"
"K2-218 b",2018,"Transit"
"K2-219 b",2018,"Transit"
"HD 215152 b",2018,"Radial Velocity"
"K2-219 c",2018,"Transit"
"K2-219 d",2018,"Transit"
"GJ 86 b",1999,"Radial Velocity"
"TOI-6002 b",2024,"Transit"
"GJ 3138 b",2017,"Radial Velocity"
"HD 7924 c",2015,"Radial Velocity"
"BD-06 1339 c",2013,"Radial Velocity"
"HIP 65891 b",2015,"Radial Velocity"
"K2-227 b",2018,"Transit"
"K2-80 d",2018,"Transit"
"K2-260 b",2018,"Transit"
"K2-261 b",2018,"Transit"
"TOI-1883 b",2024,"Transit"
"GJ 3323 b",2017,"Radial Velocity"
"GJ 3138 d",2017,"Radial Velocity"
"GJ 3323 c",2017,"Radial Velocity"
"TOI-1230.01",2021,"Transit"
"Kepler-289 c",2014,"Transit"
"K2-170 c",2018,"Transit"
"K2-164 b",2018,"Transit"
"GJ 273 b",2017,"Radial Velocity"
"HD 238914 b",2018,"Radial Velocity"
"K2-170 b",2018,"Transit"
"K2-171 b",2018,"Transit"
"K2-77 b",2016,"Transit"
"K2-180 b",2018,"Transit"
"GJ 3293 e",2017,"Radial Velocity"
"GJ 3293 d",2017,"Radial Velocity"
"TYC 3318-01333-1 b",2018,"Radial Velocity"
"K2-172 b",2018,"Transit"
"K2-172 c",2018,"Transit"
"HD 101581 c",2025,"Transit"
"K2-182 b",2018,"Transit"
"K2-97 b",2016,"Transit"
"K2-148 d",2018,"Transit"
"K2-148 b",2018,"Transit"
"K2-191 b",2018,"Transit"
"HD 102117 b",2005,"Radial Velocity"
"Kepler-150 f",2017,"Transit"
"K2-98 b",2016,"Transit"
"K2-114 b",2017,"Transit"
"HD 40307 g",2013,"Radial Velocity"
"HIP 57274 b",2011,"Radial Velocity"
"K2-179 b",2018,"Transit"
"HD 102195 b",2006,"Radial Velocity"
"HD 102329 b",2011,"Radial Velocity"
"K2-277 b",2018,"Transit"
"IRAS 04125+2902 b",2024,"Transit"
"K2-246 b",2018,"Transit"
"HD 240237 b",2011,"Radial Velocity"
"HD 2638 b",2005,"Radial Velocity"
"K2-247 b",2018,"Transit"
"HD 290327 b",2009,"Radial Velocity"
"HD 31253 b",2010,"Radial Velocity"
"HD 77338 b",2012,"Radial Velocity"
"K2-249 b",2018,"Transit"
"K2-248 b",2018,"Transit"
"K2-251 b",2018,"Transit"
"K2-252 b",2018,"Transit"
"K2-385 b",2022,"Transit"
"GJ 143 b",2019,"Transit"
"K2-254 c",2018,"Transit"
"HD 5891 b",2011,"Radial Velocity"
"HD 6434 b",2003,"Radial Velocity"
"K2-239 c",2018,"Transit"
"K2-257 b",2018,"Transit"
"K2-258 b",2018,"Transit"
"IC 4651 9122 b",2018,"Radial Velocity"
"K2-240 c",2018,"Transit"
"K2-240 b",2018,"Transit"
"OGLE-2017-BLG-0482L b",2018,"Microlensing"
"Kepler-289 e",2025,"Transit"
"HD 75289 b",1999,"Radial Velocity"
"HD 76700 b",2002,"Radial Velocity"
"K2-381 b",2022,"Transit"
"TOI-2285 b",2021,"Transit"
"HD 222155 b",2011,"Radial Velocity"
"OGLE-2014-BLG-1722L c",2018,"Microlensing"
"K2-244 b",2018,"Transit"
"K2-158 b",2018,"Transit"
"TOI-7041 b",2025,"Transit"
"HD 89307 b",2009,"Radial Velocity"
"HD 96127 b",2011,"Radial Velocity"
"K2-159 b",2018,"Transit"
"HD 1690 b",2010,"Radial Velocity"
"TOI-1803 c",2025,"Transit"
"TOI-1803 b",2025,"Transit"
"K2-166 b",2018,"Transit"
"HD 171028 b",2007,"Radial Velocity"
"HD 17092 b",2007,"Radial Velocity"
"HAT-P-11 b",2008,"Transit"
"HAT-P-11 c",2018,"Radial Velocity"
"HR 858 c",2019,"Transit"
"K2-224 c",2018,"Transit"
"TOI-2328 b",2025,"Transit"
"K2-263 b",2018,"Transit"
"K2-381 d",2022,"Transit"
"HD 285507 b",2013,"Radial Velocity"
"K2-230 b",2018,"Transit"
"K2-229 c",2018,"Transit"
"K2-259 b",2018,"Transit"
"HD 192263 b",1999,"Radial Velocity"
"TOI-677 b",2020,"Transit"
"HD 95127 b",2015,"Radial Velocity"
"HD 216536 b",2015,"Radial Velocity"
"HD 210277 b",1998,"Radial Velocity"
"ups And b",1996,"Radial Velocity"
"HR 810 b",1999,"Radial Velocity"
"K2-241 b",2018,"Transit"
"HD 141937 b",2002,"Radial Velocity"
"HD 212301 b",2005,"Radial Velocity"
"CoRoT-5 b",2009,"Transit"
"K2-242 b",2018,"Transit"
"HD 218566 b",2010,"Radial Velocity"
"MOA-2016-BLG-319L b",2018,"Microlensing"
"HD 99706 c",2018,"Radial Velocity"
"KMT-2025-BLG-0121L b",2026,"Microlensing"
"TOI-5027 b",2025,"Transit"
"HD 134060 b",2019,"Radial Velocity"
"K2-269 b",2018,"Transit"
"K2-270 c",2018,"Transit"
"HD 116029 c",2018,"Radial Velocity"
"KOI-3680 b",2018,"Transit"
"K2-383 b",2022,"Transit"
"EPIC 229004835 b",2023,"Transit"
"HD 20003 c",2019,"Radial Velocity"
"HD 20781 b",2019,"Radial Velocity"
"K2-348 c",2021,"Transit"
"GJ 3779 b",2018,"Radial Velocity"
"HD 21693 b",2019,"Radial Velocity"
"HD 21693 c",2019,"Radial Velocity"
"K2-123 b",2017,"Transit"
"70 Vir b",1996,"Radial Velocity"
"K2-24 b",2016,"Transit"
"K2-276 b",2018,"Transit"
"HD 108863 b",2011,"Radial Velocity"
"K2-286 b",2018,"Transit"
"HD 51608 b",2019,"Radial Velocity"
"HD 51608 c",2019,"Radial Velocity"
"K2-278 b",2018,"Transit"
"HD 159868 b",2006,"Radial Velocity"
"HD 1502 b",2011,"Radial Velocity"
"TOI-6695 b",2025,"Transit"
"HD 20781 e",2019,"Radial Velocity"
"HD 45184 c",2019,"Radial Velocity"
"PSR J2322-2650 b",2017,"Pulsar Timing"
"HD 163607 c",2010,"Radial Velocity"
"HD 175541 b",2007,"Radial Velocity"
"K2-343 c",2021,"Transit"
"Kepler-21 b",2012,"Transit"
"HD 73344 b",2024,"Transit"
"K2-368 c",2022,"Transit"
"K2-195 b",2018,"Transit"
"HD 185269 b",2006,"Radial Velocity"
"HD 20781 d",2019,"Radial Velocity"
"K2-279 b",2018,"Transit"
"HD 200964 b",2010,"Radial Velocity"
"HD 202696 b",2019,"Radial Velocity"
"K2-344 b",2021,"Transit"
"MASCARA-4 b",2020,"Transit"
"KMT-2016-BLG-1107L b",2019,"Microlensing"
"K2-264 b",2018,"Transit"
"K2-379 b",2022,"Transit"
"Kepler-730 b",2016,"Transit"
"HD 202696 c",2019,"Radial Velocity"
"Kepler-730 c",2018,"Transit"
"HD 73534 b",2008,"Radial Velocity"
"HD 88133 b",2004,"Radial Velocity"
"K2-270 b",2018,"Transit"
"OGLE-2011-BLG-0173L b",2018,"Microlensing"
"HD 96167 b",2009,"Radial Velocity"
"HD 95089 b",2009,"Radial Velocity"
"LHS 1903 e",2026,"Transit"
"KMT-2024-BLG-2087L b",2026,"Microlensing"
"HD 5319 c",2014,"Radial Velocity"
"K2-52 b",2016,"Transit"
"K2-281 b",2018,"Transit"
"K2-283 b",2018,"Transit"
"WASP-104 b",2014,"Transit"
"47 UMa b",1996,"Radial Velocity"
"HD 75784 c",2018,"Radial Velocity"
"K2-53 b",2016,"Transit"
"K2-343 b",2021,"Transit"
"GJ 96 b",2018,"Radial Velocity"
"OGLE-2015-BLG-0954L b",2016,"Microlensing"
"HD 14787 b",2018,"Radial Velocity"
"HD 18015 b",2018,"Radial Velocity"
"K2-90 b",2016,"Transit"
"TOI-1201 b",2021,"Transit"
"2MASS J12073346-3932539 b",2004,"Imaging"
"KMT-2016-BLG-1397L b",2018,"Microlensing"
"HD 94834 b",2018,"Radial Velocity"
"HD 180053 b",2018,"Radial Velocity"
"CoRoT-2 b",2008,"Transit"
"HD 190360 b",2003,"Radial Velocity"
"HD 190360 c",2005,"Radial Velocity"
"HD 154345 b",2006,"Radial Velocity"
"K2-292 b",2019,"Transit"
"K2-384 f",2022,"Transit"
"HD 104067 b",2009,"Radial Velocity"
"K2-139 b",2017,"Transit"
"EPIC 212424622 b",2019,"Transit"
"Kepler-9 c",2010,"Transit"
"TOI-2267 c",2025,"Transit"
"TOI-178 c",2021,"Transit"
"TOI-2431 b",2026,"Transit"
"TOI-178 e",2021,"Transit"
"TOI-5205 b",2023,"Transit"
"TOI-1794 b",2024,"Transit"
"HIP 8152 b",2023,"Transit"
"HD 92788 b",2000,"Radial Velocity"
"KOI-1599.02",2019,"Transit"
"HD 50499 c",2019,"Radial Velocity"
"EPIC 248847494 b",2018,"Transit"
"GJ 15 A c",2018,"Radial Velocity"
"K2-105 b",2017,"Transit"
"K2-121 b",2017,"Transit"
"DMPP-2 c",2026,"Radial Velocity"
"EPIC 212737443 b",2019,"Transit"
"KMT-2017-BLG-0165L b",2018,"Microlensing"
"K2-384 c",2022,"Transit"
"HD 11506 c",2008,"Radial Velocity"
"HD 118203 b",2005,"Radial Velocity"
"HD 167042 b",2007,"Radial Velocity"
"HD 181342 b",2009,"Radial Velocity"
"HD 181433 c",2008,"Radial Velocity"
"Kepler-47 b",2012,"Transit"
"LSPM J2116+0234 b",2019,"Radial Velocity"
"TOI-6303 b",2025,"Transit"
"Kepler-82 f",2019,"Transit Timing Variations"
"GJ 27.1 b",2014,"Radial Velocity"
"GJ 160.2 b",2014,"Radial Velocity"
"Kepler-47 d",2019,"Transit"
"Kepler-82 b",2012,"Transit"
"GJ 682 b",2014,"Radial Velocity"
"OGLE-2015-BLG-1649L b",2019,"Microlensing"
"HD 117207 b",2004,"Radial Velocity"
"HD 114729 b",2002,"Radial Velocity"
"HD 126525 b",2018,"Radial Velocity"
"HD 152079 b",2009,"Radial Velocity"
"TOI-1898 b",2024,"Transit"
"gam Lib b",2018,"Radial Velocity"
"HD 211970 b",2019,"Radial Velocity"
"HIP 35173 b",2019,"Radial Velocity"
"HD 190647 b",2007,"Radial Velocity"
"HD 23127 b",2006,"Radial Velocity"
"K2-168 b",2018,"Transit"
"HD 4208 b",2001,"Radial Velocity"
"K2-146 b",2018,"Transit"
"HD 8326 b",2019,"Radial Velocity"
"HIP 54373 b",2019,"Radial Velocity"
"CoRoT-7 d",2022,"Radial Velocity"
"XO-3 b",2007,"Transit"
"HR 8799 c",2008,"Imaging"
"GJ 3473 c",2020,"Radial Velocity"
"KMT-2017-BLG-1038L b",2019,"Microlensing"
"HD 85426 c",2026,"Radial Velocity"
"K2-350 b",2021,"Transit"
"HIP 54373 c",2019,"Radial Velocity"
"HD 220689 b",2012,"Radial Velocity"
"TOI-1075 b",2022,"Transit"
"TOI-756 c",2025,"Radial Velocity"
"HD 52265 b",2000,"Radial Velocity"
"CoRoT-35 b",2022,"Transit"
"HD 222076 b",2016,"Radial Velocity"
"WASP-132 b",2016,"Transit"
"HD 156279 c",2018,"Radial Velocity"
"HR 5183 b",2019,"Radial Velocity"
"HD 85390 b",2009,"Radial Velocity"
"eps Eri b",2000,"Radial Velocity"
"TYC 2187-512-1 b",2022,"Radial Velocity"
"HD 17156 b",2007,"Radial Velocity"
"OGLE-2018-BLG-0596L b",2019,"Microlensing"
"WASP-110 b",2021,"Transit"
"HD 189567 b",2021,"Radial Velocity"
"KMT-2022-BLG-1551L b",2026,"Microlensing"
"TOI-561 e",2020,"Transit"
"EPIC 201497682 b",2019,"Transit"
"EPIC 201615463 c",2019,"Transit"
"OGLE-2015-BLG-1670L b",2019,"Microlensing"
"K2-293 b",2019,"Transit"
"EPIC 201833600 c",2019,"Transit"
"EPIC 206024342 b",2019,"Transit"
